,conference,Date,title,id,IMPACT,SUBSTANCE,APPROPRIATENESS,MEANINGFUL_COMPARISON,SOUNDNESS_CORRECTNESS,ORIGINALITY,CLARITY,REVIEWER_CONFIDENCE,RECOMMENDATION,comments
10063,acl_2017,2017,From BLEU to RAINBOW: Why We Need New Metrics for NLG.,367.0,3.0,4.0,5.0,3.0,5.0,5.0,4.0,3.0,3.0,"- Strengths:

The paper addresses a long standing problem concerning automatic evaluation of
the output of generation/translation systems.

The analysis of all the available metrics is thorough and comprehensive.

The authors demonstrate a new metric with a higher correlation with human
judgements

The bibliography will help new entrants into the field.

- Weaknesses:

The paper is written as a numerical analysis paper, with very little insights
to linguistic issues in generation, the method of generation, the differences
in the output from a different systems and human generated reference.

It is unclear if the crowd source generated references serve well in the
context of an application that needs language generation.

- General Discussion:

Overall, the paper could use some linguistic examples (and a description of the
different systems) at the risk of dropping a few tables to help the reader with
intuitions."
10064,acl_2017,2017,Learning to Skim Text,760.0,4.0,4.0,5.0,5.0,3.0,4.0,5.0,4.0,4.0,"The paper proposes a recurrent neural architecture that can skip irrelevant
input units. This is achieved by specifying R (# of words to read at each
""skim""), K (max jump size), and N (max # of jumps allowed). An LSTM processes R
words, predicts the jump size k in {0, 1...K} (0 signals stop), skips the next
k-1 words and continues until either the number of jumps reaches N or the model
reaches the last word. While the model is not differentiable, it can be trained
by standard policy gradient. The work seems to have been heavily influenced by
Shen et al. (2016) who apply a similar reinforcement learning approach
(including the same variance stabilization) to multi-pass machine reading. 

- Strengths:

The work simulates an intuitive ""skimming"" behavior of a reader, mirroring Shen
et al. who simulate (self-terminated) repeated reading. A major attribute of
this work is its simplicity. Despite the simplicity, the approach yields
favorable results. In particular, the authors show through a well-designed
synthetic experiment that the model is indeed able to learn to skip when given
oracle jump signals. In text classification using real-world datasets, the
model is able to perform competitively with the non-skimming model while being
clearly faster. 

The proposed model can potentially have meaningful practical implications: for
tasks in which skimming suffices (e.g., sentiment classification), it suggests
that we can obtain equivalent results without consuming all data in a
completely automated fashion. To my knowledge this is a novel finding. 

- Weaknesses:

It's a bit mysterious on what basis the model determines its jumping behavior
so effectively (other than the synthetic dataset). I'm thinking of a case where
the last part of the given sentence is a crucial evidence, for instance: 

""The movie was so so and boring to the last minute but then its ending blew me
away."" 

In this example, the model may decide to skip the rest of the sentence after
reading ""so so and boring"". But by doing so it'll miss the turning point
""ending blew me away"" and mislabel the instance as negative. For such cases a
solution can be running the skimming model in both directions as the authors
suggest as future work. But in general the model may require more sophisticated
architecture for controlling skimming.

It seems one can achieve improved skimming by combining it with multi-pass
reading (presumably in reverse directions). That's how humans read to
understand text that can't be digested in one skim; indeed, that's how I read
this draft. 

Overall, the work raises an interesting problem and provides an effective but
intuitive solution."
10065,acl_2017,2017,Adversarial Multi-Criteria Learning for Chinese Word Segmentation,326.0,4.0,5.0,5.0,4.0,5.0,5.0,3.0,3.0,4.0,"- Strengths:

The authors use established neural network methods (adversarial networks --
Goodfellow et al, NIPS-2014) to take advantage of 8 different Chinese work
breaking test sets, with 8 different notions of what counts as a word in
Chinese.

This paper could have implications for many NLP tasks where we have slightly
different notions of what counts as correct.  We have been thinking of that
problem in terms of adaptation, but it is possible that Goodfellow et al is a
more useful way of thinking about this problem.

- Weaknesses:

We need a name for the problem mentioned above.  How about: the elusive gold
standard.  I prefer that term to multi-criteria.

The motivation seems to be unnecessarily narrow.  The elusive gold standard
comes up in all sorts of applications, not just Chinese Word Segmentation.

The motivation makes unnecessary assumptions about how much the reader knows
about Chinese.              When you don't know much about something, you think it is
easier than it is.  Many non-Chinese readers (like this reviewer) think that
Chinese is simpler than it is.              It is easy to assume that Chinese Word
Segmentation is about as easy as tokenizing English text into strings delimited
by white space.  But my guess is that IAA (inter-annotator agreement) is pretty
low in Chinese.  The point you are trying to make in Table 1 is that there is
considerable room for disagreement among native speakers of Chinese.

I think it would help if you could point out that there are many NLP tasks
where there is considerable room for disagreement.  Some tasks like machine
translation, information retrieval and web search have so much room for
disagreement that the metrics for those tasks have been designed to allow for
multiple correct answers.  For other tasks, like part of speech tagging, we
tend to sweep the elusive gold standard problem under a rug, and hope it will
just go away.  But in fact, progress on tagging has stalled because we don't
know how to distinguish differences of opinions from errors.  When two
annotators return two different answers, it is a difference of opinion.  But
when a machine returns a different answer, the machine is almost always wrong.

This reader got stuck on the term: adversary.  I think the NIPS paper used that
because it was modeling noise under ""murphy's law.""  It is often wise to assume
the worst.

But I don't think it is helpful to think of differences of opinion as an
adversarial game like chess.  In chess, it makes sense to think that your
opponent is out to get you, but I'm not sure that's the most helpful way to
think about differences of opinion.

I think it would clarify what you are doing to say that you are applying an
established method from NIPS (that uses the term ""adversarial"") to deal with
the elusive gold standard problem.  And then point out that the elusive gold
standard problem is a very common problem.  You will study it in the context of
a particular problem in Chinese, but the problem is much more general than
that.

- General Discussion:

I found much of the paper unnecessarily hard going.  I'm not up on Chinese or
the latest in NIPS, which doesn't help.  But even so, there are some small
issues with English, and some larger problems with exposition.

Consider Table 4.  Line 525 makes an assertion about the first block and depth
of networks.  Specifically, which lines in Table 4 support that assertion.

I assume that P and R refer to precision and recall, but where is that
explained.  I assume that F is the standard F measure, and OOV is
out-of-vocabulary, but again, I shouldn't have to assume such things.

There are many numbers in Table 4.  What counts as significance?  Which numbers
are even comparable?  Can we compare numbers across cols?  Is performance on
one collection comparable to performance on another?  Line 560 suggests that
the adversarial method is not significant.  What should I take away from Table
4?  Line 794 claims that you have a significant solution to what I call the
elusive gold standard problem.              But which numbers in Table 4 justify that
claim?

Small quibbles about English:

works --> work (in many places).  Work is a  mass noun, not a count noun
(unlike ""conclusion"").              One can say one conclusion, two conclusions, but
more/less/some work (not one work, two works).

line 493: each dataset, not each datasets

line 485: Three datasets use traditional Chinese (AS, CITY, CKIP) and the other
five use simplified Chinese.

line 509: random --> randomize"
10066,acl_2017,2017,Adversarial Multi-Criteria Learning for Chinese Word Segmentation,326.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,"The paper proposes a method to train models for Chinese word segmentation (CWS)
on datasets having multiple segmentation criteria.

- Strengths:
1. Multi-criteria learning is interesting and promising.
2. The proposed model is also interesting and achieves a large improvement from
baselines.

- Weaknesses:
1. The proposed method is not compared with other CWS models. The baseline
model (Bi-LSTM) is proposed in [1] and [2]. However, these model is proposed
not for CWS but for POS tagging and NE tagging. The description ""In this paper,
we employ the state-of-the-art architecture ..."" (in Section 2) is misleading.
2. The purpose of experiments in Section 6.4 is unclear. In Sec. 6.4, the
purpose is that investigating ""datasets in traditional Chinese and simplified
Chinese could help each other."" However, in the experimental setting, the model
is separately trained on simplified Chinese and traditional Chinese, and the
shared parameters are fixed after training on simplified Chinese. What is
expected to fixed shared parameters?

- General Discussion:
The paper should be more interesting if there are more detailed discussion
about the datasets that adversarial multi-criteria learning does not boost the
performance.

[1] Zhiheng Huang, Wei Xu, and Kai Yu. 2015. Bidirectional lstm-crf models for
sequence tagging. arXiv preprint arXiv:1508.01991.
[2] Xuezhe Ma and Eduard Hovy. 2016. End-to-end sequence labeling via
bi-directional lstm-cnns-crf. arXiv preprint arXiv:1603.01354 ."
10069,acl_2017,2017,Exploring Macro Discourse Structure with Macro-micro Unified Primary-secondary Relationship,214.0,3.0,2.0,5.0,3.0,3.0,3.0,1.0,4.0,2.0,"This paper proposed a macro discourse structure scheme. The authors carried out
a pilot study annotating a corpus consisting of 97 news articles from Chinese
treebank 8.0. They then built a model to recognize the primary-secondary
relations and 5 discourse relations (joint, elaboration, sequence, background,
cause-result) in this corpus.

The paper is poorly written and I have difficulties to follow it. I strongly
suggest that the authors should find a native English speaker to carefully
proofread the paper. Regarding the content, I have several concerns: 

1 The logic of the paper is not clear and justifiable: 
1) what are ""logical semantics"" and ""pragmatic function""(line 115-116)? I'd
prefer the authors to define them properly.

2) macro discourse structure: there are some conflicts of the definition
between macro structure and micro structure. Figure 4 demonstrates the
combination of macro discourse structure and micro discourse structure. There,
the micro discourse structure is presented *within paragraphs*. However, in the
specific example of micro discourse structure shown in Figure 6, the
micro-level discourse structure is *beyond the paragraph boundary* and captures
the discourse relations across paragraphs. This kind of micro-level discourse
structure is indeed similar to the macro structure proposed by the authors in
Figure 5, and it's also genre independent. So, why can't we just use the
structure in Figure 6? What's the advantage of macro discourse structure
proposed in Figure 5? For me, it's genre dependent and doesn't provide richer
information compared to Figure 6.

By the way, why sentence 6 and sentence 15 are missing in Figure 5? Is it
because they are subtitles? But sentence 12 which is a subtitle is present
there.

2 Corpus construction (section 4) is not informative enough: without a
detailed example, it's hard to know the meaning of ""discourse topic, lead,
abstract, paragraph topics (line 627-629)"". And you were saying you ""explore
the relationships between micro-structure and macro-structure"", but I can't
find the correspondent part.

Table 4 is about agreement study The authors claimed ""Its very difficult to
achieve high consistence because the judgments of relation and structure are
very subjective. Our measurement data is only taken on the layer of leaf
nodes.""--------> First, what are the leaf nodes? In the macro-level, they are
paragraphs; in the micro-level, they are EDUs. Should we report the agreement
study for macro-level and micro-level separately? Second, it seems for me that
the authors only take a subset of data to measure the agreement. This doesn't
reflect the overall quality of the whole corpus, i.e., high agreement on the
leaf nodes annotation doesn't ensure that we will get high agreement on the
non-leaf nodes annotation.

Some other unclear parts in section 4:

Table 4: ""discourse structure, discourse relation"" are not clear, what is
discourse structure and what is discourse relation? 
Table 5: ""amount of macro discourse relations"", still not clear to me, you mean
the discourse relations between paragraphs? But in Figure 6, these relations
can exist both between sentences and between paragraphs.

3 Experiments: since the main purpose of the paper is to provide richer
discourse structure (both on macro and micro level), I would expect to see some
initial results in this direction. The current experiment is not very
convincing: a) no strong baselines; b) features are not clearly described and
motivated; c) I don't understand why only a sub set of discourse relations from
Table 6 is chosen to perform the experiment of discourse relation recognition.

In general, I think the paper needs major improvement and currently it is not
ready for acceptance."
10070,acl_2017,2017,Exploring Macro Discourse Structure with Macro-micro Unified Primary-secondary Relationship,214.0,3.0,1.0,5.0,3.0,3.0,3.0,3.0,4.0,1.0,"This paper presents a unified annotation that combines macrostructures and RST
structure in Chinese news articles. Essentially, RST structure is adopted for
each paragraph and macrostructure is adopted on top of the paragraphs. 
While the view that nuclearity should not depend on the relation label itself
but also on the context is appealing, I find the paper having major issues in
the annotation and the experiments, detailed below:

- The notion of “primary-secondary” relationship is advocated much in the
paper, but later in the paper that it became clear this is essentially the
notion of nuclearity, extended to macrostructure and making it
context-dependent instead of relation-dependent. Even then, the status
nuclear-nuclear, nuclear-satellite, satellite-nuclear are “redefined” as
new concepts.

- Descriptions of established theories in discourse are often incorrect. For
example, there is rich existing work on pragmatic functions of text but it is
claimed to be something little studied. There are errors in the related work
section, e.g., treating RST and the Chinese Dependency Discourse Treebank as
different as coherence and cohesion; the computational approach subsection
lacking any reference to work after 2013; the performance table of nuclearity
classification confusing prior work for sentence-level and document-level
parsing.

- For the annotation, I find the macro structure annotation description
confusing; furthermore, statistics for the macro labels are not
listed/reported. The agreement calculation is also problematic; the paper
stated that ""Our measurement data is only taken on the layer of leaf nodes"". I
don't think this can verify the validity of the annotation. There are multiple
mentions in the annotation procedure that says “prelim experiments show this
is a good approach”, but how? Finally it is unclear how the kappa values are
calculated since this is a structured task; is this the same calculation as RST
discourse treebank?

- It is said in the paper that nuclearity status closely associates with the
relation label itself. So what is the baseline performance that just uses the
relation label? Note that some features are not explained at all (e.g., what
are “hierarchical characteristics”?)

- The main contribution of the paper is the combination of macro and micro
structure. However, in the experiments only relations at the micro level are
evaluated; even so, only among 5 handpicked ones. I don't see how this
evaluation can be used to verify the macro side hence supporting the paper.

- The paper contains numerous grammatical errors. Also, there is no text
displayed in Figure 7 to illustrate the example."
10071,acl_2017,2017,Exploring Macro Discourse Structure with Macro-micro Unified Primary-secondary Relationship,214.0,3.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,"- Strengths:
The macro discourse structure is a useful complement to micro structures like
RST. The release of the dataset would be helpful to a range of NLP
applications.

- Weaknesses:
1. Providing more comparisons with the existed CDTB will be better.
2. The “primary-secondary” relationship is mentioned a lot in this paper,
however, its difference with the nuclearity is unclear and not precisely
defined.
3. The experiment method is not clearly described in the paper.

- General Discussion:"
10072,acl_2017,2017,A Transition-Based Directed Acyclic Graph Parser for UCCA,193.0,3.0,4.0,5.0,3.0,3.0,3.0,5.0,4.0,5.0,"This paper introduces UCCA as a target representation for semantic parsing and
also describes a quite successful transition-based parser for inference into
that representation. I liked this paper a lot. I believe there is a lot of
value simply in the introduction of UCCA (not new, but I believe relatively new
to this community), which has the potential to spark new thinking about
semantic representations of text. I also think the model was well thought out.
While the model itself was fairly derivative of existing transition-based
schemes, the extensions the authors introduced to make the model applicable in
this domain were reasonable and well-explained, at what I believe to be an
appropriate level of detail.

The empirical evaluation was pretty convincing -- the results were good, as
compared to several credible baselines, and the authors demonstrated this
performance in multiple domains. My biggest complaint about this paper is the
lack of multilingual evaluation, especially given
that the formalism being experimented with is exactly one that is supposed to
be fairly universal. I'm reasonably sure multilingual UCCA corpora exist (in
fact, I think the ""20k leagues"" corpus used in this paper is one such), so it
would be good to see results in a language other than English.

One minor point: in section 6, the authors refer to their model as
""grammarless"", which strikes me as not quite correct. It's true that the UCCA
representation isn't derived from linguistic notions of syntax, but it still
defines a way to construct a compositional abstract symbolic representation of
text, which to me, is precisely a grammar. (This is clearly a quibble, and I
don't know why it irked me enough that I feel compelled to address it, but it
did.)

Edited to add: Thanks to the authors for their response."
10073,acl_2017,2017,A Transition-Based Directed Acyclic Graph Parser for UCCA,193.0,3.0,4.0,5.0,3.0,3.0,3.0,5.0,5.0,4.0,"This paper presents the first parser to UCCA, a recently proposed meaning
representation. The parser is transition based, and uses a new transition set
designed to recover challenging discontinuous structures with reentrancies.
Experiments demonstrate that the parser works well, and that it is not easy to
build these representation on top of existing parsing approaches. 

This is a well written and interesting paper on an important problem. The
transition system is well motivated and seems to work well for the problem. The
authors also did a very thorough experimental evaluation, including both
varying the classifier for the base parser (neural, linear model, etc.) and
also comparing to the best output you could get from other existing, but less
expressive, parsing formulations. This paper sets a strong standard to UCCA
parsing, and should also be interesting to researchers working with other
expressive meaning representations or complex transition systems. 

My only open question is the extent to which this new parser subsumes all of
the other transition based parsers for AMR, SDP, etc. Could the UCCA transition
scheme be used in these cases (which heuristic alignments if necessary), and
would it just learn to not use the extra transitions for non-terminals, etc.
Would it reduce to an existing algorithm, or perhaps work better? Answering
this question isn’t crucial, the paper is very strong as is, but it would add
to the overall understanding and could point to interesting areas for future
work.

----

I read the author response and agree with everything they say."
10074,acl_2017,2017,A Transition-Based Directed Acyclic Graph Parser for UCCA,193.0,3.0,4.0,5.0,3.0,3.0,3.0,5.0,4.0,4.0,"(the authors response answer most of the clarification questions of my review)

=========================
- Summary:
=========================

The paper describes a transition-based system for UCCA graphs, featuring
non-terminal nodes,  reentrancy and discontinuities. The transition set is a
mix of already proposed transitions
(The key aspects are the swap transition to cope with discontinuities, and
transitions not popping the stack to allow multiple parents for a node.).
The best performance is obtained using as transition classifier a MLP with
features based on bidirectional LSTMs.

The authors compare the obtained performance with other state-of-the art
parsers, using conversion schemes (to bilexical graphs, and to tree
approximations): the parsers are trained on converted data, used to predict
graphs (or trees), and the predicted structures are converted ack to UCCA and
confronted with gold UCCA representations.

=========================
- Strengths:
=========================

The paper presents quite solid work, with state-of-the art transition-based
techniques, and machine learning for parsing techniques.

It is very well written, formal and experimental aspects are described in a
very precise way, and the authors demonstrate a very good knowledge of the
related work, both for parsing techniques and for shallow semantic
representations.

=========================
- Weaknesses:
=========================

Maybe the weakness of the paper is that the originality lies mainly in the
targeted representations (UCCA), not really in the proposed parser.

=========================
- More detailed comments and clarification questions:
=========================

Introduction

Lines 46-49: Note that ""discontinuous nodes"" could be linked to
non-projectivity in the dependency framework. So maybe rather state that the
difference is with phrase-structure syntax not dependency syntax.

Section 2:

In the UCCA scheme's description, the alternative ""a node (or unit) corresponds
to a terminal or to several sub-units"" is not very clear. Do you mean something
else than a node is either a terminal or a non terminal? Can't a non terminal
node have one child only (and thus neither be a terminal nor have several
sub-units) ?

Note that ""movement, action or state"" is not totally appropriate, since there
are processes which are neither movements nor actions (e.g. agentless
transformations).
(the UCCA guidelines use these three terms, but later state the state/process
dichotomy, with processes being an ""action, movement or some other relation
that evolves in time"").

lines 178-181: Note that the contrast between ""John and Mary's trip"" and ""John
and Mary's children"" is not very felicitous. The relational noun ""children""
evokes an underlying relation between two participants (the children and
John+Mary), that has to be accounted for in UCCA too.

Section 4:

Concerning the conversion procedures:
- While it is very complete to provide the precise description of the
conversion procedure in the supplementary material, it would ease reading to
describe it informally in the paper (as a variant of the
constituent-to-dependency conversion procedure à la Manning, 95). Also, it
would be interesting to motivate the priority order used to define the head of
an edge.

- How l(u) is chosen in case of several children with same label should be made
explicit (leftmost ?).

- In the converted graphs in figure 4, some edges seem inverted (e.g. the
direction between ""John"" and ""moved"" and between ""John"" and ""gave"" should be
the same).

- Further, I am confused as to why the upper bound for remote edges in
bilexical approximations is so low. The current description of the conversions
do not allow to get an quick idea of which kind of remote edges cannot be
handled.

Concerning the comparison to other parsers:
It does not seem completely fair to tune the proposed parser, but to use
default settings for the other parsers.

Section 5

Line 595: please better motivate the claim ""using better input encoding""

Section 6

I am not convinced by the alledged superiority of representations with
non-terminal nodes. Although it can be considered more elegant not to choose a
head for some constructions, it can be noted that formally co-head labels can
be used in bilexical dependencies to recover the same information."
10075,acl_2017,2017,End-to-End Neural Relation Extraction with Global Optimization,557.0,4.0,4.0,5.0,4.0,3.0,3.0,5.0,5.0,4.0,"- Strengths:

 - The paper is clearly written and well-structured. 

 - The system newly applied several techniques including global optimization to
end-to-end neural relation extraction, and the direct incorporation of the
parser representation is interesting.

 - The proposed system has achieved the state-of-the-art performance on both
ACE05 and CONLL04 data sets.

 - The authors include several analyses.

- Weaknesses:

 - The approach is incremental and seems like just a combination of existing
methods.  

 - The improvements on the performance (1.2 percent points on dev) are
relatively small, and no significance test results are provided.

- General Discussion:

- Major comments:

 - The model employed a recent parser and glove word embeddings. How did they
affect the relation extraction performance?

 - In prediction, how did the authors deal with illegal predictions?

- Minor comments:

 - Local optimization is not completely ""local"". It ""considers structural
correspondences between incremental decisions,"" so this explanation in the
introduction is misleading.

 - Points in Figures 6 and 7 should be connected with straight lines, not
curves.

 - How are entities represented in ""-segment""?

 - Some citations are incomplete. Kingma et al. (2014) is accepted to ICLR,
and Li et al. (2014) misses pages."
10076,acl_2017,2017,Weakly Supervised Cross-Lingual Named Entity Recognition via Effective Annotation and Representation Projection,107.0,3.0,4.0,5.0,2.0,4.0,3.0,4.0,4.0,3.0,"This paper presents several weakly supervised methods for developing NERs. The
methods rely on some form of projection from English into another language. The
overall approach is not new and the individual methods proposed are
improvements of existing methods. For an ACL paper I would have expected more
novel approaches.

One of the contributions of the paper is the data selection scheme. The formula
used to calculate the quality score is quite straightforward and this is not a
bad thing. However, it is unclear how the thresholds were calculated for Table
2. The paper says only that different thresholds were tried. Was this done on a
development set? There is no mention of this in the paper. The evaluation
results show clearly that data selection is very important, but one may not
know how to tune the parameters for a new data set or a new language pair. 

Another contribution of the paper is the combination of the outputs of the two
systems developed in the paper. I tried hard to understand how it works, but
the description provided is not clear. 

The paper presents a number of variants for each of the methods proposed. Does
it make sense to combine more than two weakly supervised systems? Did the
authors try anything in this direction.

It would be good to know a bit more about the types of texts that are in the
""in-house"" dataset."
10077,acl_2017,2017,Weakly Supervised Cross-Lingual Named Entity Recognition via Effective Annotation and Representation Projection,107.0,3.0,4.0,5.0,2.0,4.0,3.0,4.0,3.0,4.0,"This paper describes a model for cross-lingual named entity recognition (NER).
The authors employ conditional random fields, maximum entropy Markov, and
neural network-based NER methods. In addition, authors propose two methods to
combine the output of those methods (probability-based and ranking-based), and
a method to select the best training instances from cross-lingual comparable
corpora. The cross-lingual projection is done using a variant of Mikolov’s
proposal. In general, the paper is easy to follow, well-structured, and the
English quality is also correct. The results of the combined annotations are
interesting.

Detailed comments:

I was wondering which is the motivation behind proposing a Continuous
Bag-of-word (CBOW) model variation. You don’t give much details about this
(or the parameters employed). Was the original model (or the Continuous
Skip-gram model) offering low results? I suggest to include also the results
with the CBOW model, so readers can analyse the improvements of your approach.
Since you use a decay factor for the surrounding embeddings, I suggest to take
a look to the exponential decay used in [1].

Similarly to the previous comment, I would like to look at the differences
between the original Mikolov’s cross-lingual projections and your frequency
weighted projections. These contributions are more valuable if readers can see
that your method is really superior.

“the proposed data selection scheme is very effective in selecting
good-quality projection-labeled data and the improvement is significant” ←
Have you conducted a test of statistical significance? I would like to know if
the differences between result in this work are significant. 

I suggest to integrate the text of Section 4.4 at the beginning of Section 4.2.
It would look cleaner. I also recommend to move the evaluation of Table 2 to
the evaluation section.

I miss a related work section. Your introduction includes part of that
information. I suggest to divide the introduction in two sections.

The evaluation is quite short (1.5 pages with conclusion section there). You
obtain state-of-the-art results, and I would appreciate more discussion and
analysis of the results.

Suggested references:

[1] Iacobacci, I., Pilehvar, M. T., & Navigli, R. (2016). Embeddings for word
sense disambiguation: An evaluation study. In Proceedings of the 54th Annual
Meeting of the Association for Computational Linguistics (Vol. 1, pp. 897-907)."
10078,acl_2017,2017,Identifying 1950s American Jazz Musicians: Fine-Grained IsA Extraction via Modifier Composition,384.0,3.0,2.0,2.0,3.0,5.0,5.0,4.0,5.0,3.0,"- Strengths:
 - the model if theoretically solid and motivated by formal semantics. 

- Weaknesses:

 - The paper is about is-a relation extraction but the majority of literature
about taxonomization is not referenced in the paper, inter alia:

Flati Tiziano, Vannella Daniele, Pasini Tommaso, Navigli Roberto.
2016. MultiWiBi: The multilingual Wikipedia bitaxonomy project.

Soren Auer, Christian Bizer, Georgi Kobilarov, Jens ¨
Lehmann, Richard Cyganiak, and Zachary Ive.
2007. DBpedia: A nucleus for a web of open data.

Gerard de Melo and Gerhard Weikum. 2010. MENTA:
Inducing Multilingual Taxonomies from Wikipedia.

Zornitsa Kozareva and Eduard H. Hovy. 2010. A
Semi-Supervised Method to Learn and Construct
Taxonomies Using the Web. 

Vivi Nastase, Michael Strube, Benjamin Boerschinger,
Caecilia Zirn, and Anas Elghafari. 2010. WikiNet:
A Very Large Scale Multi-Lingual Concept Network.

Simone Paolo Ponzetto and Michael Strube. 2007.
Deriving a large scale taxonomy from Wikipedia.

Simone Paolo Ponzetto and Michael Strube. 2011.
Taxonomy induction based on a collaboratively built
knowledge repository. 

Fabian M. Suchanek, Gjergji Kasneci, and Gerhard
Weikum. 2008. YAGO: A large ontology from
Wikipedia and WordNet. 

Paola Velardi, Stefano Faralli, and Roberto Navigli.
2013. OntoLearn Reloaded: A graph-based algorithm
for taxonomy induction. 

 - Experiments are poor, they only compare against ""Hearst patterns"" without
taking into account the works previously cited.

- General Discussion:
 The paper is easy to follow and the supplementary material is also well
written and useful, however the paper lack of references of is a relation
extraction and taxonomization literature. The same apply for the experiments.
In fact no meaningful comparison is performed and the authors not even take
into account the existence of other systems (more recent than hearst patterns).

I read authors answers but still i'm not convinced that they couldn't perform
more evaluations. I understand that they have a solid theoretical motivation
but still, i think that comparison are very important to asses if the
theoretical intuitions of the authors are confirmed also in practice. While
it's true that all the works i suggested as comparison build taxonomies, is
also true that a comparison is possible considering the edges of a taxonomy.

Anyway, considering the detailed author answer and the discussion with the
other reviewer i can rise my score to 3 even if i still think that this paper
is poor of experiments and does not frame correctly in the is-a relation
extraction / taxonomy building literature."
10079,acl_2017,2017,Identifying 1950s American Jazz Musicians: Fine-Grained IsA Extraction via Modifier Composition,384.0,3.0,3.0,5.0,3.0,5.0,5.0,3.0,2.0,3.0,"- Strengths:

This paper presents an approach for fine-grained IsA extraction by learning
modifier interpretations. The motivation of the paper is easy to understand and
this is an interesting task. In addition, the approach seems solid in general
and the experimental results show that the approach increases in the number of
fine-grained classes that can be populated.

- Weaknesses:

Some parts of the paper are hard to follow. It is unclear to me why D((e, p,
o)) is multiplied by w in Eq (7) and why the weight for e in Eq. (8) is
explained as the product of how often e has been observed with some property
and the weight of that property for the class MH. In addition, it also seems
unclear how effective introducing compositional models itself is in increasing
the coverage. I think one of the major factors of the increase of the coverage
is the modifier expansion, which seems to also be applicable to the baseline
'Hearst'. It would be interesting to see the scores 'Hearst' with modifier
expansion.

- General Discussion:

Overall, the task is interesting and the approach is generally solid. However,
since this paper has weaknesses described above, I'm ambivalent about this
paper.

- Minor comment:

I'm confused with some notations. For example, it is unclear for me what 'H'
stands for. It seems that 'H' sometimes represents a class such as in (e, H)
(- O, but sometimes represents a noun phrase such as in (H, p, N, w) (- D. Is
my
understanding correct?

In Paragraph ""Precision-Recall Analysis"", why the authors use area under the
ROC curve instead of area under the Precision-Recall curve, despite the
paragraph title ""Precision-Recall Analysis""?

- After reading the response:

Thank you for the response. I'm not fully satisfied with the response as to the
modifier expansion. I do not think the modifier expansion can be applied to
Hearst as to the proposed method. However, I'm wondering whether there is no
way to take into account the similar modifiers to improve the coverage of
Hearst. I'm actually between 3 and 4, but since it seems still unclear how
effective introducing compositional models itself is, I keep my recommendation
as it is."
10080,acl_2017,2017,Identifying 1950s American Jazz Musicians: Fine-Grained IsA Extraction via Modifier Composition,384.0,3.0,4.0,5.0,3.0,5.0,5.0,5.0,3.0,4.0,"- strengths
This is a novel approach to modeling the compositional structure of complex
categories that maintains a set theoretic interpretation of common nouns and
modifiers, while also permitting a distributional interpretation of head
modification. The approach is well motivated and clearly defined and the
experiments show that show that this decomposed representation can improve upon
the Hearst-pattern derived IsA relations upon which it is trained in terms of
coverage.

- weaknesses
The experiments are encouraging. However, it would be nice to see ROC curves
for the new approach alone, not in an ensemble with Hearst patterns. Table 5
tells us that Mods_I increases coverage at the cost of precision and Figure 2
tells us that Mods_I matches Hearst pattern precision for the high precision
region of the data. However, neither of these tell us whether the model can
distinguish between the high and low precision regions, and the ROC curves
(which would tell us this) are only available for ensembled models.

I believe that Eqn. 7 has an unnecessary $w$ since it is already the case that
$w=D(\rangle e, p, o \langle)$.

- discussion
Overall, this is a nice idea that is well described and evaluated. I think this
paper would be a good addition to ACL."
10081,acl_2017,2017,Ontology-Aware Token Embeddings for Prepositional Phrase Attachment,691.0,5.0,4.0,5.0,5.0,3.0,4.0,2.0,5.0,2.0,"- Overview:

The paper proposes a new model for training sense embeddings grounded in a
lexical-semantic resource (in this case WordNet). There is no direct evaluation
that the learned sense vectors are meaningful; instead, the sense vectors are
combined back into word embeddings, which are evaluated in a downstream task:
PP attachment prediction.

- Strengths:

PP attachment results seem solid.

- Weaknesses:

Whether the sense embeddings are meaningful remains uninvestigated. 

The probabilistic model has some details that are hard to understand. Are the
\lambda_w_i hyperparameters or trained? Where does “rank” come from, is
this taken from the sense ranks in WordNet?

Related work: the idea of expressing embeddings of words as a convex
combination of sense embeddings has been proposed a number of times previously.
For instance, Johansson and Nieto Piña “Embedding a semantic network in a
word space” (NAACL, 2015) decomposed word embeddings into ontology-grounded
sense embeddings based on this idea. Also in unsupervised sense vector training
this idea has been used, for instance by Arora et al “Linear Algebraic
Structure of Word Senses, with Applications to Polysemy”.

Minor comments:

no need to define types and tokens, this is standard terminology

why is the first \lamba_w_i in equation 4 needed if the probability is
unnormalized?

- General Discussion:"
